sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI
412,205500,500,1817,2037,1674,1882,1.490000,1.656000,0,0
413,206000,500,1841,2035,1700,1875,1.509000,1.651000,0,0
414,206500,500,1872,2033,1726,1882,1.535000,1.657000,0,0
415,207000,500,1898,2035,1755,1876,1.556000,1.656000,0,0
416,207500,500,1927,2033,1781,1879,1.578000,1.676000,0,0
417,208000,500,1962,2039,1823,1900,1.607000,1.661000,0,0
418,208500,500,2007,2033,1857,1895,1.639000,1.657000,0,0
419,209000,500,2050,2033,1904,1889,1.676000,1.653000,0,0
420,209500,500,2087,2039,1941,1900,1.703000,1.675000,0,0
421,210000,500,2121,2035,1971,1888,1.703000,1.668000,0,0
